,X.1,X,Month,Day,Year,Time,Location,Operator,Flight..,Route,Type,Registration,cn.In,Aboard,Fatalities,Ground,Summary,CrashStatus
6449,1215,1216,1,15,1953,5:30,Laos,Cathay Pacific,,Miami - Orlando - New Orleans,de Havilland DH106 Comet 1A,N4717N,82,8,23,0,NA,N
6450,1216,1217,1,26,1953,,France,Cathay Pacific,470,Karachi - Rangoon,Curtiss C-46F,AP-AEG,19105,23,35,0,NA,N
6451,1217,1218,1,2,1953,,Egypt,Cathay Pacific,,"New York, NY - Winsor Locks, CT",Convair CV-240-7,F-BEFG,,35,14,0,NA,N
6452,1218,1219,2,3,1953,19:00,Alabama,Cathay Pacific,162,Delhi - Dacca,Douglas DC-3,51-13721A,36076,14,13,0,NA,N
6453,1219,1220,2,7,1953,17:10,Pakistan,Cathay Pacific,,Hue - Da Nang,Convair RB-36H,N88942,14004,13,13,0,NA,N
6454,1220,1221,2,9,1953,3:35,Connecticut,Cathay Pacific,,Azores - Rapid City AFB,Douglas DC-4  (C-54-10-DO),PP-SLG,168,13,4,0,NA,N
6455,1221,1222,2,14,1953,,India,Cathay Pacific,,Roswell - Oakland - Guam,de Havilland DH-114 Heron 1B,VP-YEY,2568,4,3,0,NA,N
6456,1222,1223,2,3,1953,,Vietnam,Cathay Pacific,942,,Vickers 616 Viking 1B,VP-JBC,90,3,7,0,NA,N
6457,1223,1224,3,4,1953,,Newfoundland,Cathay Pacific,,Nairobi - Dar-es-Salaam,Lockheed 18-56 LodeStar,F-BALE,19149,25,30,0,NA,N
6458,1224,1225,3,14,1953,4:10,California,Cathay Pacific,,,Junkers JU-5/-3m,VT-AUJ,20432,30,8,0,NA,N
6459,1225,1226,3,17,1953,18:38,Brazil,Cathay Pacific,,,Douglas C-47A,N65743,19498,10,43,0,NA,N
6460,1226,1227,3,18,1953,,Tanganyika,Cathay Pacific,,,Douglas DC-3 (C-47-DL),F-BESS,43823,43,10,0,NA,N
6461,1227,1228,3,20,1953,,Jamaica,Cathay Pacific,,Spokane - Ellenburgh,Douglas DC-3,N91303,6008,10,18,0,NA,N
6462,1228,1229,3,27,1953,,Madagascar,Cathay Pacific,,Hanoi - Na San,Douglas DC-6B,G-ALYV,,18,2,0,NA,N
6463,1229,1230,3,29,1953,,India,Cathay Pacific,,Los Angeles - San Francisco - Oakland,de Havilland DH106 Comet 1,WG258,13716,19,19,2,NA,N
6464,1230,1231,3,10,1953,,Washington,Cathay Pacific,636,Calcutta - Delhi,Vickers Valetta T-3,VT-AUD,21984,20,0,0,NA,N
6465,1231,1232,4,10,1953,2:22,Vietnam,Cathay Pacific,783/057,,Douglas DC-3,CF-CRV,2224,34,7,0,NA,N
6466,1232,1233,4,14,1953,,California,Cathay Pacific,,Delh - Ahmedabad - Bombay,Consolidated PBY-5A Catalina,N28345,125,7,11,0,NA,N
6467,1233,1234,4,14,1953,23:08,India,Cathay Pacific,,"Sandpit, BC - Prince Rupert, BC",Douglas DC-3,PH-TEI,2617,14,34,0,NA,N
6468,1234,1235,4,16,1953,16:35,England,Cathay Pacific,,Dallas - Shreveport,Convair CV-240-4,CC-CLD-0100,14633/26078,34,17,0,NA,N
6469,1235,1236,4,20,1953,,India,Cathay Pacific,318,Amsterdam - Paris,Lockheed 18 Loadstar,TI-1002,19100,17,129,0,NA,N
6470,1236,1237,4,2,1953,1:28,Canada,Cathay Pacific,,,Douglas DC-3,F-BEST,2066,129,58,0,NA,N
6471,1237,1238,5,7,1953,,Texas,Cathay Pacific,,Palmar Sur - San Isidoro,Douglas DC-3,PP-PDA,43471,58,44,0,NA,N
6472,1238,1239,5,9,1953,14:15,Netherlands,Cathay Pacific,,Vientiane - Saigon,Lockheed 049-46-21 Constellation,51-137A,42901/153,46,21,0,NA,N
6473,1239,1240,5,11,1953,15:30,Chile,Cathay Pacific,,,Douglas C-124A Globemaster II,N90806,,21,1,0,NA,N
6474,1240,1241,5,17,1953,,Costa Rica,Cathay Pacific,,Tachikawa AB - Kimpo AB,Douglas DC-6A,131663,,2,4,0,NA,N
6475,1241,1242,5,25,1953,,French Indo-China,Cathay Pacific,,Wake Island - Honolulu - Oakland,Fairchild R4Q-2,,,42,1,0,NA,N
6476,1242,1243,5,15,1953,,Brazil,Cathay Pacific,512,Whitting NAS - Norfolk NB,Ilyushin IL-12,CF-HMV,2628,25,14,0,NA,N
6477,1243,1244,6,15,1953,,Japan,Cathay Pacific,,,Avro 685 York C-1,F-BAZS,9143,23,2,0,NA,N
6478,1244,1245,6,16,1953,16:34,325 miles east of Wake Island,Cathay Pacific,,,Lockheed L- 749A Constellation,AP-AAD,,2,42,0,NA,N
6479,1245,1246,6,17,1953,8:41,Florida,Cathay Pacific,,Rome - Beirut,Douglas DC-3,,26403,42,21,0,NA,N
6480,1246,1247,6,18,1953,23:15,North Korea,Cathay Pacific,,Sharjah - Bahrain,Boeing B-34,XA-GOT,2674,21,3,0,NA,N
6481,1247,1248,6,12,1953,12:30,Canada,Cathay Pacific,,,Curtiss C-46A,F-BAZZ,6333,3,1,0,NA,N
6482,1248,1249,7,17,1953,,Turkey,Cathay Pacific,,,Lockheed 749A Constellation,N19941,13817/25262,2,28,0,NA,N
6483,1249,1250,7,27,1955,2:28,United Arab Emirates,Cathay Pacific,,Paris - Nice - Hong Kong,Douglas DC-3,XH-TAR,13113,28,5,0,NA,N
6484,1250,1251,7,29,1953,22:37,Off Irish coast,Cathay Pacific,,"Monterey, CA - Tacoma, WA",Douglas C-47A,XA-GIC,116,21,25,0,NA,N
6485,1251,1252,9,3,1953,,California,Cathay Pacific,,San Pedro - San Andres,Douglas C-47A,N94255,9694,41,44,0,NA,N
6486,1252,1253,8,3,1953,,France,Cathay Pacific,,Campeche - Mérida,Convair CV-240-0,TC-EGE,22384,44,2,0,NA,N
6487,1253,1254,8,5,1953,,Washington,Cathay Pacific,,Boston - Hartford - Albany - Chicago,Douglas DC-3,N66534,154,7,21,0,NA,N
6488,1254,1255,8,18,1953,18:42,Honduras,Cathay Pacific,723,Ankara - Van,Curtiss C-46F-1-CU,OO-AWQ,14146/25591,21,2,0,NA,N
6489,1255,1256,8,1,1953,13:16,Mexico,Cathay Pacific,,Philadelphia - Louisville,Convair CV-240-12,F-VNAE,26403,27,19,0,NA,N
6490,1256,1257,9,1,1953,,New York,Cathay Pacific,,Frankfurt - Brussels,Douglas C-47B,XA-GOT,2616,19,28,0,NA,N
6491,1257,1258,9,8,1953,8:34,Turkey,Cathay Pacific,,,Douglas C-46A-CU ( DC-3),N119A,43125,28,10,0,NA,N
6492,1258,1259,9,14,1953,,Kentucky,Cathay Pacific,,Monterrey - Falcon Dam,Lockheed 749A Constellation,VH-BPE,2181,10,23,0,NA,N
6493,1259,1260,9,16,1953,16:18,Germany,Cathay Pacific,,New York City - San Juan,Douglas DC-6,CP-600,,33,13,0,NA,N
6494,1260,1261,9,25,1953,,Vietnam,Cathay Pacific,627,Sydney - Honolulu - San Francisco,Douglas DC-3,WL746,12797,14,1,0,NA,N
6495,1261,1262,9,28,1953,,Mexico,Cathay Pacific,304/44,Camiri - Suere,Avro Shackleton MR-2,EC-AEG,11810,44,9,0,NA,N
6496,1262,1263,9,14,1953,13:00,New York,Cathay Pacific,,,Bristol 170 Freighter 21,VT-CHF,128,15,21,0,NA,N
6497,1263,1264,10,17,1953,0:56,California,Cathay Pacific,,Bilbao - Madrid,Douglas DC-3,OO-AWO,,21,4,0,NA,N
6498,1264,1265,10,19,1953,8:44,Bolivia,Cathay Pacific,,,Convair CV-240,YK-AAF,,10,16,0,NA,N
6499,1265,1266,10,19,1953,,England,Cathay Pacific,,,Douglas DC-3,,19616,17,35,0,NA,N
6500,1266,1267,10,29,1953,17:30,Spain,Cathay Pacific,,,Douglas DC-3,TC-BAG,599,35,21,6,NA,N
6501,1267,1268,10,3,1953,,India,Cathay Pacific,,,Douglas DC-3,WJ474,6003,21,1,0,NA,N
6502,1268,1269,11,11,1953,,Switzerland,Cathay Pacific,,Bandirma - Canakkale,Vickers Valetta,G-ALYP,19540,1,16,0,NA,N
6503,1269,1270,11,4,1953,,Syria,Cathay Pacific,,Bovingdon AF - Thorney Island,de Havilland DH106 Comet 1,HK-160,,16,15,0,NA,N
6504,1270,1271,12,12,1953,,Afghanstan,Cathay Pacific,,Rome - London,Douglas DC-3,,42903/150,15,3,0,NA,N
6505,1271,1272,12,19,1953,,Turkey,Cathay Pacific,781,Medellin - Armenia,F-88 Sabre Jet,PI-C294,11854,3,35,0,NA,N
6506,1272,1273,12,21,1954,,England,Cathay Pacific,,,Douglas DC-6,OK-WDS,4940,35,10,0,NA,N
6507,1273,1274,12,2,1954,17:20,Italy,Cathay Pacific,,,Douglas DC-3 (C-47A-DK),N49551,33423,16,10,0,NA,N
6508,1274,1275,1,5,1954,9:50,Colombia,Cathay Pacific,,Praha - Moravska - Ostrava,Douglas DC-3A,44-78027A,,10,3,0,NA,N
6509,1275,1276,1,6,1954,,California,Cathay Pacific,,,Curtiss-Wright C46D-CU,5895,,3,9,0,NA,N
6510,1276,1277,1,10,1954,,Italy,Cathay Pacific,,Misawa - Chitose,Douglas C-47,WL794,20358,9,20,0,NA,N
6511,1277,1278,1,11,1954,,Czechoslovakia,Cathay Pacific,,,Avro Shackleton MR-2,VT-ATU,37,20,33,0,NA,N
6512,1278,1279,1,13,1954,,Missouri,Cathay Pacific,,Military exercise,Douglas DC-3,N8407H,9958,40,2,0,NA,N
6513,1279,1280,1,14,1954,,Japan,Cathay Pacific,,,Convair CV-240,42-24096A,2554,2,18,0,NA,N
6514,1280,1281,1,14,1954,13:50,Alaska,Cathay Pacific,,Salt Lake City - Cedar City - Rapid City,Douglas C-47A-DL,G-ALAM,12360,18,18,0,NA,N
6515,1281,1282,1,20,1954,,Malta,Cathay Pacific,314,"Tripoli, Libya - Hahn, W Germany",Lockheed 749A-79-33 Constellation,VH-BBV,10732,18,25,0,NA,N
6516,1282,1283,1,1,1954,,India,Cathay Pacific,,Australia - London,Douglas C-47A,51-7993,7358,25,4,0,NA,N
6517,1283,1284,2,5,1954,,Wyoming,Cathay Pacific,,,Fairchild C-110F,XA-GUN,19509,4,21,1,NA,N
6518,1284,1285,2,12,1954,10:32,France,Cathay Pacific,,"Oklahoma - Long Island, NY",Douglas DC-3,TC-ARK,10341,21,36,0,NA,N
6519,1285,1286,2,25,1954,14:30,Singapore,Cathay Pacific,,Mazatlan - Monterey,Douglas DC-3,F-BFGQ,6011,36,16,0,NA,N
6520,1286,1287,2,26,1954,,Australia,Cathay Pacific,,Adana - Istanbul,Douglas C-54A,G-ALYY,150,16,16,0,NA,N
6521,1287,1288,2,4,1954,,Maryland,Cathay Pacific,,,de Havilland DH106 Comet 1,CF-TFW/RCAF3309,,23,25,0,NA,N
6522,1288,1289,3,13,1954,22:30,Mexico,Cathay Pacific,,Rome - Cairo,Canadair C-4-1Argonaut / Harvard Mark II,956,2603,25,5,0,NA,N
6523,1289,1290,3,14,1954,,Turkey,Cathay Pacific,201,,Douglas DC-3,F-OALK,12387,11,3,0,NA,N
6524,1290,1291,3,19,1954,,Vietnam,Cathay Pacific,,,Lockheed 18 Lodestar,LV-ACX,13792,28,19,0,NA,N
6525,1291,1292,3,26,1954,,Italy,Cathay Pacific,,,Douglas DC-3,VT-DEM,15948/32696,19,1,0,NA,N
6526,1292,1293,3,3,1954,19:10,Canada,Cathay Pacific,,Mendoza - Cordoba,Douglas C-47A-30-DK,ZK-AQT,19830,4,3,0,NA,N
6527,1293,1294,4,4,1954,10:03,Chile,Cathay Pacific,,,Douglas DC-3,PP-ANO,11982,3,4,0,NA,N
6528,1294,1295,4,8,1954,,Laos,Cathay Pacific,,Churchchrist - Paraparaumu,Douglas DC-3,OO-CBY,30400,4,3,0,NA,N
6529,1295,1296,4,8,1954,,Argentina,Cathay Pacific,,Governador Valadares - Belo Horizonte,Douglas C-47A,PP-VBZ,4464,9,20,0,NA,N
6530,1296,1297,4,13,1954,21:25,India,Cathay Pacific,,"Blackbushe, UK - Beogard, Serbia",Curtiss C-46A,F-BCCL,61,20,10,0,NA,N
6531,1297,1298,4,13,1954,9:18,New Zealand,Cathay Pacific,,Sao Paulo - Porto Alegre,Douglas C-47-DL,HB-IRW,,18,2,0,NA,N
6532,1298,1299,4,23,1954,9:23,Brazil,Cathay Pacific,,,Convair CV-240-4,C-28-2901,10310,2,30,0,NA,N
6533,1299,1300,4,30,1954,,Slovenia,Cathay Pacific,,Geneva - London,Lockheed C-28,VR-HEU,13977/25422,30,3,0,NA,N
6534,1300,1301,4,22,1954,,Brazil,Cathay Pacific,,,Douglas DC-4,N91008,2664,3,47,0,NA,N
6535,1301,1302,5,31,1954,,Vietnam,Cathay Pacific,,Singapore - Hong Kong - Bangkok,Douglas DC-2,HK-163,,55,12,0,NA,N
6536,1302,1303,5,3,1954,,England,Cathay Pacific,,McGrath - Colorado Creek,Lockheed 749A-79 Constellation,F-BSGS,12809,19,21,0,NA,N
6537,1303,1304,6,4,1954,,Brazil,Cathay Pacific,,"Lajes, Azores - Bermuda",Douglas DC-3,F-VNAI,4630,21,3,0,NA,N
6538,1304,1305,6,8,1954,12:00,China,Cathay Pacific,,Saigan - Hanoi,Bristol 170 Freighter 21E,N61451,43556/257,3,26,0,NA,N
6539,1305,1306,6,19,1954,9:45,Alaska,Cathay Pacific,,Red River delta - Saigon,Douglas DC-3,PH-DFO,9408,27,28,0,NA,N
6540,1306,1307,6,2,1954,15:40,Portugal,Cathay Pacific,,Memphis - Minneapolis,Douglas DC-6B,G-AGHP,,56,6,0,NA,N
6541,1307,1308,7,23,1954,0:08,Vietnam,Cathay Pacific,152,Shannon - Amsterdam,Douglas C-47A,51-13722,4509,30,3,0,NA,N
6542,1308,1309,7,8,1954,,Laos,Cathay Pacific,,,Convair RB-36H,PH-LKY,19278,4,21,0,NA,N
6543,1309,1310,8,9,1954,,Iowa,Cathay Pacific,,,Lockheed 1049C-55-81 S Constellation,PP-CDJ,212,21,42,0,NA,N
6544,1310,1311,8,12,1954,17:03,North Sea,Cathay Pacific,,Shannon - New York City,Douglas DC-3,SU-AFO,20510,42,42,0,NA,N
6545,1311,1312,8,16,1954,11:35,France,Cathay Pacific,633,,Vickers 634 Viking,43-16044,4108,42,3,0,NA,N
6546,1312,1313,8,22,1954,,South Dekota,Cathay Pacific,,Test,Douglas C-47A-DL,128441,,8,24,0,NA,N
6547,1313,1314,8,23,1958,22:10,Ireland,Cathay Pacific,,,Lockheed R7V-1,128441,44,24,2,0,NA,N
6548,1314,1315,8,16,1954,2:30,Brazil,Cathay Pacific,,"Patuxent River NAS - Kenitra, Morocco",Lockheed R-7V1,VH-TVA,,7,28,0,NA,N
6549,1315,1316,5,27,1954,20:08,Egypt,Cathay Pacific,57,"New Jersey - Azores - Port Lyautey, Moroco",Vickers 720 Viscount,FAP-403,11745,28,4,0,NA,N
6550,1316,1317,8,5,1954,,Italy,Cathay Pacific,,Training,Douglas DC-3,N17891,19211,4,2,0,NA,N
6551,1317,1318,9,12,1954,17:50,Maryland,Cathay Pacific,,Pucallpa - Lima,Douglas DC-3,F-BEIA,12549,2,26,0,NA,N
6552,1318,1319,9,15,1954,,Off the coast of Maryland,Cathay Pacific,,"Laconia, NH - Berlin, NH",Douglas DC-3,OK-WDK,19292,32,10,0,NA,N
6553,1319,1320,9,24,1954,23:00,Australia,Cathay Pacific,792,Luang Prabang - Nam Tha,Douglas C-47A,YV-C-AMP,44418/487,28,28,0,NA,N
6554,1320,1321,10,30,1954,15:10,Peru,Cathay Pacific,,,Douglas C-47A,I-LINE,20197,36,45,0,NA,N
6555,1321,1322,10,30,1954,,New Hampshire,Cathay Pacific,,,Douglas DC-6B,N24320,15943,45,17,0,NA,N
6556,1322,1323,10,31,1954,11:15,Laos,Cathay Pacific,,Rome - New York City,Douglas DC-3,G-ALSA,,17,18,0,NA,N
6557,1323,1324,10,16,1954,,Slovakia,Cathay Pacific,451,Newark - Tacoma,Boeing B377-10-28 Stratocruiser,,,18,15,0,NA,N
6558,1324,1325,11,30,1954,,Venezuela,Cathay Pacific,4844-C,London - Glasgow,,,,15,0,0,NA,N
6559,1325,1326,11,4,1954,,New York,Cathay Pacific,,,Ilyushin 14,WG531 / Wl743,14081 / 4255,39,5,0,NA,N
6560,1326,1327,12,12,1954,14:00,Pennsylvania,Cathay Pacific,,Peking -  Irkutsk - Cyprus,Avro Shackleton M-2 / Avro Shakleton M-2,N93211/N999B,180,5,10,0,NA,N
6561,1327,1328,12,18,1954,23:00,Scotland,Cathay Pacific,,,Martin 202A / DC-3,N73154,,10,13,0,NA,N
6562,1328,1329,12,18,1954,,Russia,Cathay Pacific,,Cincinnati - Cleveland,Convair CV-340,HK-1000E,13037,13,29,0,NA,N
6563,1329,1330,12,22,1954,,Russia,Cathay Pacific,,Newark - Des Moines - Lincoln,Consolidated PBY-5 Catalina,VT-CVB,12779,29,16,0,NA,N
6564,1330,1331,12,25,1954,,Ireland,Cathay Pacific,329,,Douglas DC-3,VR-NAD,43063/60,16,1,0,NA,N
6565,1331,1332,12,29,1954,21:00,Kentucky,Cathay Pacific,,Nagpur - Delhi,Bristol 170 Freighter 21E,OO-SDB,14120,26,5,0,NA,N
6566,1332,1333,12,31,1955,9:05,Iowa,Cathay Pacific,,Enugu - Calabar,Douglas DC-6,N40416,15109/26554,21,26,0,NA,N
6567,1333,1334,12,11,1955,16:25,Colombia,Cathay Pacific,,Brussels - Rome,Martin 404,VP-YKO,11699,26,8,0,NA,N
6568,1334,1335,1,12,1955,,India,Cathay Pacific,,Albuquerque - Sante Fe,Douglas DC-3,PP-YPZ,3992,8,13,0,NA,N
6569,1335,1336,1,19,1955,3:50,Nigeria,Cathay Pacific,260,Salisbury - Lusaka,Douglas DC-3,XA-DIK,20224,35,66,0,NA,N
6570,1336,1337,1,31,1955,10:04,Italy,Cathay Pacific,626,,Douglas DC-3,HK-328,66,66,4,0,NA,N
6571,1337,1338,1,2,1955,18:53,New Mexico,Cathay Pacific,,Puerto Vallarta - Guadalajara,Douglas C-47A,N94234,43715,23,2,0,NA,N
6572,1338,1339,2,5,1955,7:31,Zimbabwe,Cathay Pacific,,Condoto - Cali,Convair CV-240-0,131612,15932,2,3,0,NA,N
6573,1339,1340,2,13,1955,9:20,Brazil,Cathay Pacific,,Newark - Chicago - St. Louis - Springfield - Tulsa,Douglas R6D-1 (C-118B),N1032V,30430,3,19,0,NA,N
6574,1340,1341,2,19,1955,,Mexico,Cathay Pacific,711,,Boeing 377 Stratocruiser 10-26,N51424,43001/32,19,12,0,NA,N
6575,1341,1342,2,23,1955,,Colombia,Cathay Pacific,,Portland - Honolulu,Curtiss C-46A,N37512,2666,14,20,0,NA,N
6576,1342,1343,2,6,1955,,Mississippi,Cathay Pacific,845/26,"Mobile, AL - Macon, GA",Douglas DC-6,VT-DEP,14010,20,4,0,NA,N
6577,1343,1344,3,8,1955,22:36,Hawaii,Cathay Pacific,,Training,Lockheed 749A Constellation,F-BGOI,16820/33568,13,2,0,NA,N
6578,1344,1345,3,9,1955,2:00,Off the Oregon coast,Cathay Pacific,,Hong Kong - Jakarta,de Havilland DH-114 Heron 1B,VP-KKH,4791,2,3,0,NA,N
6579,1345,1346,3,20,1955,11:12,Florida,Cathay Pacific,,Yaounde - Douala,Douglas DC-3,YV-C-ALU,,3,16,0,NA,N
6580,1346,1347,3,22,1955,,New York,Cathay Pacific,,Dar-es-Salaam - Nairobi,Douglas C-47-DL,CF-HMY,10292,24,18,0,NA,N
6581,1347,1348,3,26,1955,15:55,Sarawak,Cathay Pacific,,,Avro 685 York C-1,F-BFVT,2032,18,22,0,NA,N
6582,1348,1349,3,2,1955,17:30,Cameroons,Cathay Pacific,,,Douglas C-54A,PP-PDJ,,22,22,0,NA,N
6583,1349,1350,4,4,1955,,Kenya,Cathay Pacific,,Douala - Fort Lamy,Lockheed 049-46-21 Constellation,XA-LID,2088,43,58,0,NA,N
6584,1350,1351,4,11,1955,11:56,Venezuela,Cathay Pacific,,Sao Paulo - Asuncion,Curtiss C-46,XA-DOB,71,58,30,0,NA,N
6585,1351,1352,4,18,1955,,Canada,Cathay Pacific,,,Douglas DC-2-243,N3422,1968,30,25,0,NA,N
6586,1352,1353,4,18,1955,14:30,Cameroon,Cathay Pacific,,Acapulco - Oaxaca,Convair CV-340-32,4X-AKC,40,25,66,0,NA,N
6587,1353,1354,5,21,1955,,Paraguay,Cathay Pacific,,"Kansas City, MO - Chicago",Lockheed 049 Constellation,N94221,,66,13,0,NA,N
6588,1354,1355,5,26,1955,1:15,Mexico,Cathay Pacific,560,Wien - Tel Aviv,Convair CV-240-0,,,13,2,0,NA,N
6589,1355,1356,5,3,1955,,Mexico,Cathay Pacific,402/46,"Springfield, IL - St. Louis, MO",,53-3222/53-7841,11692,3,9,0,NA,N
6590,1356,1357,6,16,1955,,Illinois,Cathay Pacific,,Starllingrad - Moscow.,Fairchild C119G / Fairchild C119G,PP-CBY,13285,9,3,0,NA,N
6591,1357,1358,6,18,1955,6:24,Bulgaria,Cathay Pacific,,,Douglas DC-3,VT-AZX,12579,33,16,0,NA,N
6592,1358,1359,6,14,1955,7:40,Missouri,Cathay Pacific,,Rio de Janeiro - Caravelas,Douglas C-47A,XY-ACQ,6257,16,2,0,NA,N
6593,1359,1360,7,17,1955,12:23,Russia,Cathay Pacific,,,Douglas DC-3,N74663,8,6,15,0,NA,N
6594,1360,1361,7,27,1955,,West Germany,Cathay Pacific,,Meiktila - Lanywa,Douglas DC-3,F-BDRE,12831,47,3,0,NA,N
6595,1361,1362,7,4,1955,14:20,Brazil,Cathay Pacific,,Burbank - Oakland,Latecoere 631,CF-GBT,158,5,19,0,NA,N
6596,1362,1363,8,6,1955,,Nepal,Cathay Pacific,24,LaLérè - Douala,Bristol 170 Freighter 31,G-ALHL,10410,35,66,0,NA,N
6597,1363,1364,8,11,1955,,Myanmar,Cathay Pacific,,"Edmonton, AB - Yellowknife, NT",Canadair C-4,N90433,10277,66,7,0,NA,N
6598,1364,1365,8,26,1955,,California,Cathay Pacific,,Rome - Tripoli,Douglas C-54A,OB-PAZ-228,18389,29,44,0,NA,N
6599,1365,1366,8,30,1955,,French Equitorial Africa,Cathay Pacific,,Wake Island - Honolulu,Douglas C54A,N30062,178,44,28,0,NA,N
6600,1366,1367,8,2,1955,,Canada,Cathay Pacific,,Lima - Cuzco,Douglas DC-4,YU-ADC,43538,74,14,0,NA,N
6601,1367,1368,9,8,1955,,Libya,Cathay Pacific,,Denver - Salt Lake City - San Francisco,Convair CV-340-58,N37559,3123,14,10,0,NA,N
6602,1368,1369,9,10,1955,22:23,PacifiOcean,Cathay Pacific,409,Beograd - Wien,Douglas DC-6B,N88852,27294,11,10,0,NA,N
6603,1369,1370,9,17,1955,6:41,Peru,Cathay Pacific,,Denver - Portland,Douglas C-54,44-9068,43483,10,6,0,NA,N
6604,1370,1371,9,21,1955,,Wyoming,Cathay Pacific,629,Seattle - Newark,Douglas MC-54M,51-0149,,6,2,0,NA,N
6605,1371,1372,9,24,1955,7:26,Austria,Cathay Pacific,17K,,Douglas C124-DL Globemaster II,52-8716,15845/32593,2,26,0,NA,N
6606,1372,1373,9,2,1955,16:40,Colorado,Cathay Pacific,,,Boeing RB-52B,PP-CCC,30262,26,17,0,NA,N
6607,1373,1374,10,6,1955,19:03,Washingon,Cathay Pacific,,,Douglas DC-3,N9904F,,17,1,0,NA,N
6608,1374,1375,10,10,1955,23:59,Nevada,Cathay Pacific,,,Curtiss C-46A,,2533,2,4,0,NA,N
6609,1375,1376,10,1,1955,,Japan,Cathay Pacific,,,Douglas DC-3,N112A,4651,18,22,0,NA,N
6610,1376,1377,11,17,1955,17:00,California,Cathay Pacific,,Sao Paulo - Belem,Lockheed 749C-79-12 Constellation,VH-BZA,15552/26997,26,3,0,NA,N
6611,1377,1378,11,17,1955,22:00,Brazil,Cathay Pacific,,Miami - Jacksonville,Douglas C-47,CF-GVZ,9385,3,2,0,NA,N
6612,1378,1379,11,20,1955,2:00,South Carolina,Cathay Pacific,642,,Douglas DC-3,OK-WDZ,4509,2,2,0,NA,N
6613,1379,1380,11,30,1955,20:17,Brazil,Cathay Pacific,,Knob Lake - Oreway,Douglas DC-3,F-BCYK,,3,40,0,NA,N
6614,1380,1381,11,1,1955,,Florida,Cathay Pacific,,Bratislava - Kosice,Douglas C-47,CF-FZU,6079,40,50,0,NA,N
6615,1381,1382,12,17,1955,3:43,Australia,Cathay Pacific,,,Bristol 170 Freighter 31,CF-BZH,,50,52,0,NA,N
6616,1382,1383,12,19,1955,,Canada,Cathay Pacific,,,Douglas C-47-DL,39116,,64,19,0,NA,N
6617,1383,1384,12,21,1956,0:52,Czechoslovakia,Cathay Pacific,,,Douglas R5D2,G-ANSY,43835/380,19,3,0,NA,N
6618,1384,1385,12,12,1956,,France,Cathay Pacific,,El Toro MAS - Alameda NAS,Avro 685 York C-1,F-BGOD,14918/2636,3,2,0,NA,N
6619,1385,1386,1,17,1956,,Canada,Cathay Pacific,,Malta - London,Douglas DC-6B,YK-AAE,16813/33561,21,1,0,NA,N
6620,1386,1387,1,18,1956,,Canada,Cathay Pacific,,Saigon - Paris,Douglas DC-3,AP-ACZ,12989,3,3,0,NA,N
6621,1387,1388,1,28,1956,,California,Cathay Pacific,,,Douglas C-47B,VT-CGN,16670/33418,3,18,0,NA,N
6622,1388,1389,1,13,1956,13:45,Malta,Cathay Pacific,,Gilgit  - Islamabad,Douglas DC-3,G-AMRB,10230,18,22,0,NA,N
6623,1389,1390,2,14,1956,13:23,Egypt,Cathay Pacific,,,Douglas C-47B,VT-DCM,,36,5,0,NA,N
6624,1390,1391,2,17,1956,2:40,Syria,Cathay Pacific,,Liverpool - Glasgow,Douglas C-47A,,14103,38,6,0,NA,N
6625,1391,1392,2,18,1956,,Pakistan,Cathay Pacific,,Asansol - Bagdogra,Douglas C-47A,N40403,15954,6,3,0,NA,N
6626,1392,1393,2,20,1956,14:55,India,Cathay Pacific,,,Martin 404,N74608,520-7,12,2,1,NA,N
6627,1393,1394,2,24,1956,,England,Cathay Pacific,,Pittsburgh - Newark,Boeing 377 Stratocruiser 10-30,B5386N,,54,14,13,NA,N
6628,1394,1395,2,25,1956,,India,Cathay Pacific,400,Seattle - Portland,Aero Commander  520,PP-PDB,,33,2,0,NA,N
6629,1395,1396,2,21,1956,,Thailand,Cathay Pacific,2,Anchorage - Seward,Consolidated PBY-5A Catalina,G-AMUL,13165,2,30,0,NA,N
6630,1396,1397,3,28,1956,,Pennsylvania,Cathay Pacific,6,Belem - Parintins,Avro 685 York C-1,VT-DBA,,31,74,0,NA,N
6631,1397,1398,3,31,1956,19:20,Washington,Cathay Pacific,,London - Malta,Douglas DC-3,,6052,74,32,0,NA,N
6632,1398,1399,3,31,1956,8:10,Alaska,Cathay Pacific,,,CF-100 Mark V,TG-AHA,4561,45,128,0,NA,N
6633,1399,1400,3,1,1956,9:51,Brazil,Cathay Pacific,,,Douglas DC-3,YV-C-AMS,151,128,1,0,NA,N
6634,1400,1401,4,2,1956,,England,Cathay Pacific,,Kano - Tripoli,Lockheed 1049E-55 Super Constellation,G-ALHE,44288 / 4016,35,46,0,NA,N
6635,1401,1402,4,9,1956,9:30,Nepal,Cathay Pacific,,New York City - Caracas,Canadair C-4 Argonaut,N6902C/N6324C,55,66,18,0,NA,N
6636,1402,1403,4,18,1956,,Canada,Cathay Pacific,,Kano - Tripoli,Douglas DC-7 / Lockheed S Constellation,CF-TGR,,18,12,0,NA,N
6637,1403,1404,4,30,1956,22:17,Guatemala,Cathay Pacific,,Los Angeles - Chicago / Los Angeles - Kansas City,Vickers Viscount,53-3301A,13328,20,15,0,NA,N
