"","X.2","X.1","X","Month","Day","Year","Time","Location","Operator","Flight..","Route","Type","Registration","cn.In","Aboard","Fatalities","Ground","Summary","CrashStatus"
"6734",6734,1500,1501,2,7,1958,"2:05","Nepal","Delta Air Lines","","Quito - Esmeraldas","Vickers Viscount 745D","HC-ACL","14113",49,61,0,NA,"N"
"6736",6736,1502,1503,3,22,1958,"","Texas","Delta Air Lines","67","Guayaquil - Quito","de Havilland DH-114 Heron 2D","N6328C/56-3755","45157/737",11,4,0,NA,"N"
"6738",6738,1504,1505,3,25,1958,"","Michigan","Delta Air Lines","","Los Angeles - New York City","Douglas DC-7C","N7410/53-5966","",15,4,0,NA,"N"
"6740",6740,1506,1507,3,2,1958,"9:00","Spain","Delta Air Lines","","Pittsburgh - Baltimore","Avro 685 York C-1","F-BHKV","33304",57,45,0,NA,"N"
"6742",6742,1508,1509,4,7,1958,"8:30","Morocco","Delta Air Lines","","Algier - Colomb-Bechar - Tindouf","Curtiss C-46D","N1023V","2665",3,19,0,NA,"N"
"6744",6744,1510,1511,4,21,1958,"11:29","India","Delta Air Lines","","San Francisco - Singapore","Lockheed 749A Constellation","N49553","493",7,15,0,NA,"N"
"6746",6746,1512,1513,5,20,1958,"","Brazil","Delta Air Lines","","Training","Convair CV-440-59","VT-COJ","17348",3,36,0,NA,"N"
"6748",6748,1514,1515,5,31,1958,"5:23","Mexico","Delta Air Lines","","","Boeing KC-135A","VT-CYM","102",33,10,0,NA,"N"
"6750",6750,1516,1517,5,2,1958,"13:58","Brazil","Delta Air Lines","","","Vickers Viscount 748D","JA5045","10544",99,24,0,NA,"N"
"6752",6752,1518,1519,6,4,1958,"","Massachusetts","Delta Air Lines","","Tokyo - Nagoya","Douglas DC-4","PH-LKM","90",64,17,4,NA,"N"
"6754",6754,1520,1521,6,25,1958,"","Libya","Delta Air Lines","","Amsterdam - Shannon - Gander - New York","Convair CV-240-2","CCCP-L5442","3136",3,19,0,NA,"N"
"6756",6756,1522,1523,6,9,1958,"","Brazil","Delta Air Lines","258","","Lockheed C-130A-II Hercules","G-AIJE","",18,13,0,NA,"N"
"6758",6758,1524,1525,8,12,1958,"3:45","Massachusett","Delta Air Lines","","","Douglas C-124C Globemaster","PP-LDX","",8,15,0,NA,"N"
"6760",6760,1526,1527,8,14,1958,"","Russia","Delta Air Lines","","","Boeing B-52 / Boeing B-52","N6920C","3134",5,19,0,NA,"N"
"6762",6762,1528,1529,8,15,1958,"","Off Guam","Delta Air Lines","","","Lockheed C-130A Hercules","OD-ADB","",23,20,0,NA,"N"
"6764",6764,1530,1531,9,2,1958,"","Washington DC","Delta Air Lines","","Beirut - Rome","Fairchild C-123 Provider","YV-C-ANC","13839",80,11,0,NA,"N"
"6766",6766,1532,1533,9,5,1958,"","France","Delta Air Lines","","","Douglas C-47A","CCCP-42362","",31,17,0,NA,"N"
"6768",6768,1534,1535,9,9,1958,"","Idaho","Delta Air Lines","","Peking - Moscow","Lockheed WV-2 Super Constellation","G-ANHC","91",8,3,0,NA,"N"
"6770",6770,1536,1537,9,29,1958,"0:22","Bolivia","Delta Air Lines","","London - Napoli","Vickers Viscount 755D","YE-AAB","",36,2,0,NA,"N"
"6772",6772,1538,1539,10,14,1958,"","Canada","Delta Air Lines","495","Rome - Belgrade","Douglas DC-3","CS-THB","22480",21,9,0,NA,"N"
"6774",6774,1540,1541,10,17,1958,"11:50","Cuba","Delta Air Lines","","Cabo Ruivo - Funchal","Curtiss C-46F","EC-ANR","",70,21,1,NA,"N"
"6776",6776,1542,1543,10,22,1958,"20:00","Bolivia","Delta Air Lines","","Vigo - Madrid","Bristol 175 Britannia 312","F-BGTZ","103",18,5,0,NA,"N"
"6778",6778,1544,1545,11,3,1958,"13:21","Colorado","Delta Air Lines","","Johannesberg - Salisbury - Brazzaville - Nice - Paris","Saab Scandia","ET-T-1","19667",10,36,0,NA,"N"
"6780",6780,1546,1547,11,9,1958,"17:15","England","Delta Air Lines","","Tippi - Jimma","Douglas DC-3","N18941","4602",2,51,0,NA,"N"
"6782",6782,1548,1549,11,4,1958,"12:52","Brazil","Delta Air Lines","","Nashville - Knoxville - Tri-City Aport","Lockheed 1049G Super Constellation","N1240N","30514",4,10,0,NA,"N"
"6784",6784,1550,1551,12,26,1958,"","Guatemala","Delta Air Lines","","Burbank, CA - Seattle, WA","Curtiss C-46A-50-CU","YV-C-LBI","55",6,3,0,NA,"N"
"6786",6786,1552,1553,12,13,1959,"20:32","Brazil","Delta Air Lines","","Merida - Lagunillas","Convair CV-240-2","G-AGRG","1924",4,65,0,NA,"N"
"6788",6788,1554,1555,1,8,1959,"","Argentina","Delta Air Lines","601","","Douglas DC-3","N3794N","1015",24,5,0,NA,"N"
"6790",6790,1556,1557,1,14,1959,"","Jordan","Delta Air Lines","","Mason City - Fargo","Lockheed  188A Electra","TC-SEV","26818",27,15,0,NA,"N"
"6792",6792,1558,1559,1,21,1959,"6:10","Texas","Delta Air Lines","320","Ankara - Istanbul -  London","Curtiss C-46A","YA-BAG","82",7,1,0,NA,"N"
"6794",6794,1560,1561,1,27,1959,"1:00","NY","Delta Air Lines","","Beirut - Tehran","Vickers Viscount 763","VT-CYH","12776",9,24,0,NA,"N"
"6796",6796,1562,1563,2,3,1959,"16:00","Chile","Delta Air Lines","","","Bristol 170 Freighter 21E","F-BGZB","20176",2,26,0,NA,"N"
"6798",6798,1564,1565,2,17,1959,"","Nicaragua","Delta Air Lines","","","Douglas DC-3","N7840B","22586",12,28,0,NA,"N"
"6800",6800,1566,1567,2,21,1959,"14:10","Spain","Delta Air Lines","","Orlando, FL - Atlanta, GA","Curtiss C-46F-1-CU","G-AGRH","19334",5,2,0,NA,"N"
"6802",6802,1568,1569,3,12,1959,"","India","Delta Air Lines","","Ankara, Turkey - Bahrain","Douglas DC-3","OE-FDA","1978",31,12,0,NA,"N"
"6804",6804,1570,1571,3,29,1959,"","Mexico","Delta Air Lines","","Palma de Mallorca - Wien","Lockheed C-69 Constellation","N7463","26829",10,8,0,NA,"N"
"6806",6806,1572,1573,3,30,1959,"","Spain","Delta Air Lines","983","New York City - Atlanta","Curtiss C-46A","LV-AFW","30482",60,14,0,NA,"N"
"6808",6808,1574,1575,4,23,1959,"21:12","West Virginia","Delta Air Lines","","Mar del Plata - Bahia Blanca","Curtiss C-46A-50-CU","TI-1020","10418",68,0,0,NA,"N"
"6810",6810,1576,1577,4,2,1959,"16:13","Peru","Delta Air Lines","","","Douglas DC-4","N7313C","",6,2,0,NA,"N"
"6812",6812,1578,1579,5,12,1959,"","Peru","Delta Air Lines","","Milan - Paris","North American F-100D-25NA","VT-DGP","337",5,32,0,NA,"N"
"6814",6814,1580,1581,5,15,1959,"","Peru","Delta Air Lines","","Mohanbari - Along","Vickers 815 Viscount","N7514A","16112/3286",50,2,0,NA,"N"
"6816",6816,1582,1583,5,1,1959,"17:35","Okinawa","Delta Air Lines","","Training","Douglas DC-3","LV-AHP","26809",16,3,0,NA,"N"
"6818",6818,1584,1585,6,26,1959,"10:30","Pakistan","Delta Air Lines","","","Curtiss C-46A","","10504",20,53,0,NA,"N"
"6820",6820,1586,1587,6,3,1959,"16:42","Spain","Delta Air Lines","","Mexico City - Merida","Douglas DC-4","PP-SQV","45366/892",16,34,1,NA,"N"
"6822",6822,1588,1589,8,15,1959,"","Texas","Delta Air Lines","","Sao Paulo - Rio de Janeiro","Douglas DC-7C","N63396","1090",19,18,0,NA,"N"
"6824",6824,1590,1591,8,27,1959,"","Honduras","Delta Air Lines","","Shemya - Cold Bay - Adak - Anchorage","Lockheed 188A Electra","N67589","9491",27,5,0,NA,"N"
"6826",6826,1592,1593,9,8,1959,"18:40","France","Delta Air Lines","542","Los Angeles - Oxnard - Santa Maria - Paso Robles","Douglas DC-3","N55V","10360",42,40,8,NA,"N"
"6828",6828,1594,1595,9,23,1959,"17:20","Texas","Delta Air Lines","214","Washington DC - Charlottsville, VA","Douglas C-54A","N4891C","9401402",3,25,0,NA,"N"
"6830",6830,1596,1597,9,24,1959,"20:18","Greece","Delta Air Lines","1658","Tampa - New Orleans","Antonov AN-10","N102R","9159",45,29,0,NA,"N"
"6832",6832,1598,1599,9,26,1959,"20:40","Canada","Delta Air Lines","","Chicago - Los Angeles","Martin 202","HK-515","",3,2,10,NA,"N"
"6834",6834,1600,1601,10,30,1959,"0:55","USSR","Delta Air Lines","371","San Andres Island - Cartagena","Ilyushin IL-18","N64T","378",33,1,0,NA,"N"
"6836",6836,1602,1603,11,16,1959,"5:35","Pennsylvania","Delta Air Lines","","Juneau - Annette Island","Vickers 785D Viscount","PP-SRG","13535",11,9,0,NA,"N"
"6838",6838,1604,1605,11,24,1959,"16:57","USSR","Delta Air Lines","","Rio de Janeiro - Sao Paulo","Douglas C-47A","CP-584","12821",34,10,0,NA,"N"
"6840",6840,1606,1607,12,8,1959,"2:20","Italy","Delta Air Lines","330","","Douglas C-47A","N8225H","47",50,42,0,NA,"N"
"6842",6842,1608,1609,12,17,1959,"","Indonesia","Delta Air Lines","","New York - Miami","de Havilland Canada U-1A Otter","N7462","014/14",61,37,0,NA,"N"
"6844",6844,1610,1611,12,22,1959,"","India","Delta Air Lines","","Washington D.C. - Norfolk","Sud Aviation Caravelle 1","SSR-75687","4556",9,59,0,NA,"N"
"6846",6846,1612,1613,12,31,1960,"2:38","Gulf of Sirte","Delta Air Lines","871","","Lockheed 1049E Super Constellation","CR-TAI","10510",61,34,0,NA,"N"
"6848",6848,1614,1615,1,6,1960,"22:19","Turkey","Delta Air Lines","671","Darwin - Baucau","Douglas DC-4","PP-AXD/131582","45231/945",32,6,0,NA,"N"
"6850",6850,1616,1617,1,18,1960,"","Jamacia","Delta Air Lines","","Campos - Rio de Janeiro","Douglas DC-7C","CCCP-11180","",33,63,0,NA,"N"
"6852",6852,1618,1619,1,11,1960,"0:15","Boliva","Delta Air Lines","","","Consolidated PBY-5A Catalina","JA-5018","1057",46,2,0,NA,"N"
"6854",6854,1620,1621,1,26,1960,"13:07","Ireland","Delta Air Lines","","Tokyo - Nagoya","Lockheed 188C Electra","HK-516","26945",22,18,0,NA,"N"
"6856",6856,1622,1623,2,26,1960,"","Colombia","Delta Air Lines","710","San Andres - Medellin","Curtiss C-46A-40-CU","PP-CDS","",9,37,0,NA,"N"
"6858",6858,1624,1625,2,26,1960,"","Indiana","Delta Air Lines","","","Douglas DC-4","52-1062","32954",44,35,0,NA,"N"
"6860",6860,1626,1627,3,16,1960,"11:10","Nicaragua","Delta Air Lines","","Dover, Delaware - Mildenhall, England","Curtiss C-46","N2704R/N1807H","3099",13,12,0,NA,"N"
"6862",6862,1628,1629,3,19,1960,"14:20","Taiwan","Delta Air Lines","503","Cincinnati, OH - Hickory, NC","Douglas C-54B","YV-C-AFE","43072",31,10,0,NA,"N"
"6864",6864,1630,1631,4,12,1960,"","Colombia","Delta Air Lines","","Maiquetia - Calabozo","Douglas DC-4-1009","LV-ADS","22554",4,29,0,NA,"N"
"6866",6866,1632,1633,4,18,1960,"13:06","Belgian Congo","Delta Air Lines","","Asuncion - Buenos Aires","Curtiss C-46","N8804E","10112",14,54,0,NA,"N"
"6868",6868,1634,1635,4,20,1960,"8:22","Sudan","Delta Air Lines","","Training","Fokker F-27 Friendship 100","N1554V","191",21,16,0,NA,"N"
"6870",6870,1636,1637,4,28,1960,"","Argentina","Delta Air Lines","","Cordova - Anchorage","Convair CV-340-62","144242","4273",18,1,0,NA,"N"
"6872",6872,1638,1639,5,7,1960,"11:52","Qld. Australia","Delta Air Lines","","","Douglas DC-3","45-1109A","45462/925",11,37,0,NA,"N"
"6874",6874,1640,1641,5,23,1960,"4:47","Brazil","Delta Air Lines","","Bogota - Quito","Douglas DC-7C","ET-T-18","",13,1,0,NA,"N"
"6876",6876,1642,1643,6,14,1960,"14:30","Persian Gulf","Delta Air Lines","11-Jan","Bulchi - Jimma","Fairchild C-119G","N879","78",6,35,0,NA,"N"
"6878",6878,1644,1645,6,6,1960,"11:45","Philippines","Delta Air Lines","","","Convair CV-240-4","TAM-09","189001702",20,3,0,NA,"N"
"6880",6880,1646,1647,7,11,1960,"9:40","Zaire","Delta Air Lines","","La Paz - Tipuani","Ilyushin IL-18","WU-26","210",63,80,0,NA,"N"
"6882",6882,1648,1649,7,15,1960,"22:38","Italy","Delta Air Lines","","","Vickers 634 Viking 1B","F-BHBC","44914/646",29,31,0,NA,"N"
"6884",6884,1650,1651,7,27,1960,"","USSR","Delta Air Lines","","Paris - Dakar","Douglas DC-6AB","56541","437",18,21,0,NA,"N"
"6886",6886,1652,1653,7,1,1960,"23:45","Greece","Delta Air Lines","830/18","Atsugi, Japan - Subi Point, Philippines","Vickers Viscount 837","XA-HUS","427",72,11,0,NA,"N"
"6888",6888,1654,1655,8,17,1960,"6:50","Mariana Islands","Delta Air Lines","901","Tapachula - Mexico City","Vickers Viscount 739B","N5533","14090",2,3,0,NA,"N"
"6890",6890,1656,1657,8,29,1960,"","Russia","Delta Air Lines","738","Boston - Philadelphia","de Havilland DH-114 Heron 2","N1300N","96601701",12,22,0,NA,"N"
"6892",6892,1658,1659,9,22,1960,"","Italy","Delta Air Lines","","Rapid City, South Dakota - Ogden, UT","Tupolev Tu-104A","N48762","22458",4,37,0,NA,"N"
"6894",6894,1660,1661,9,28,1960,"17:40","Italy","Delta Air Lines","","Spokane - Missoula","Curtiss C-46F-1-CU","9N-AAD","0001A",33,15,0,NA,"N"
"6896",6896,1662,1663,9,4,1960,"","Russia","Delta Air Lines","","","Fairchild F-27A","PI-C133","295",31,24,0,NA,"N"
"6898",6898,1664,1665,10,15,1960,"11:39","Ohio","Delta Air Lines","","Iloilo - Manila","Curtiss C-46A-60-CK","T-102","9716",78,22,6,NA,"N"
"6900",6900,1666,1667,10,28,1960,"","Ecuador","Delta Air Lines","","Buenos Aires - Lima","Douglas DC-3","F-BHBM","43508",128,20,0,NA,"N"
"6902",6902,1668,1669,10,5,1960,"18:45","Brazil","Delta Air Lines","210","Fort Lamy, Chad - Marseilles, France","Douglas C-124A-DL","N8013U/N6907C","212",37,10,0,NA,"N"
"6904",6904,1670,1671,11,23,1960,"19:50","Chile","Delta Air Lines","","Chicago - New York City / Columbus - New York City","Convair C-131D (CV-340-79)","PI-C126","105807110",25,4,3,NA,"N"
"6906",6906,1672,1673,12,11,1961,"2:30","Washington","Delta Air Lines","","Cebu - Davao","Avia 14","OH-LCC","45432/105",22,21,0,NA,"N"
"6908",6908,1674,1675,4,10,1961,"10:33","West Germany","Delta Air Lines","","Kokkola - Vaasa","McDonnell Douglas DC-8-21","BU143193","19672",23,6,0,NA,"N"
"6910",6910,1676,1677,5,16,1960,"12:31","Czechoslovakia","Delta Air Lines","401","","Douglas DC-3","51-17626","17629/8",26,72,0,NA,"N"
"6912",6912,1678,1679,12,22,1961,"7:40","New York (Idlewild)","Delta Air Lines","424","Azores - Argentia,Newfoundland","Boeing 707-123","PK-GDY","17624/92",12,23,0,NA,"N"
"6914",6914,1680,1681,1,3,1961,"1:40","Indonesia","Delta Air Lines","","Surabaya - Balikpapan","Boeing B-707-320","YV-C-AZQ","4473",52,13,0,NA,"N"
"6916",6916,1682,1683,1,22,1961,"","New York","Delta Air Lines","548","San Antonio-Maiquetia","Douglas C-47DL","OK-OAD","",61,20,0,NA,"N"
"6918",6918,1684,1685,1,26,1961,"23:55","Belgium","Delta Air Lines","","Prague - Zurich","Handley Page Hastings C-2","PH-DCL","2019",7,24,0,NA,"N"
"6920",6920,1686,1687,1,3,1961,"15:00","Brazil","Delta Air Lines","","Rome  - Lisbon -  Madrid - Santa Maria, Azores -Caracas","Lockheed L-188C Electra","D-ABEB","193",85,17,0,NA,"N"
"6922",6922,1688,1689,2,9,1961,"20:08","Singapore","Delta Air Lines","823","Tripoli - Kano","Curtiss C-46A","CCCP-42447","45307",72,67,0,NA,"N"
"6924",6924,1690,1691,3,28,1961,"1:20","Egypt","Delta Air Lines","","","McDonnell Douglas DC-8-12","OK-PAF","43136",6,27,0,NA,"N"
"6926",6926,1692,1693,5,30,1961,"22:23","Argentina","Delta Air Lines","859","Zurich - Rabat","Douglas DC-6","N6118C","20492",39,6,0,NA,"N"
"6928",6928,1694,1695,6,17,1961,"","Colorado","Delta Air Lines","","Seattle - Shemya AFB","Douglas DC-3","G-AHPM","22465",6,78,0,NA,"N"
"6930",6930,1696,1697,6,10,1961,"1:29","Argentina","Delta Air Lines","","London - Sola","Curtiss C-46F","CF-MEX","2035",19,2,0,NA,"N"
"6932",6932,1698,1699,7,12,1961,"2:11","Hungary","Delta Air Lines","","","Lockheed 049 Constellation","ET-T-16","4960",14,83,0,NA,"N"
"6934",6934,1700,1701,7,21,1961,"17:30","Laos","Delta Air Lines","529","Addis Ababa - Asmara","Douglas DC-3","PK-GDZ","44058/365",77,16,0,NA,"N"
"6936",6936,1702,1703,8,9,1961,"18:22","Illinois","Delta Air Lines","","","Douglas DC-6B","F-BJTB","43559",37,28,0,NA,"N"
"6938",6938,1704,1705,8,29,1961,"","Costa Rica","Delta Air Lines","","Paris - Rabat","Douglas DC-6B","N137US","10182",34,17,0,NA,"N"
"6940",6940,1706,1707,9,5,1961,"","Ireland","Delta Air Lines","","Chicago - Tampa","Fokker F-27 Friendship 100","G-AMSW","",10,45,0,NA,"N"
"6942",6942,1708,1709,9,29,1961,"22:09","Zambia","Delta Air Lines","","London - Perpignan","Handley Page Hastings C-2","G-ANWL","44872",79,3,0,NA,"N"
"6944",6944,1710,1711,9,12,1961,"8:57","Turkey","Delta Air Lines","","Cherboug - Les Prevosts","Douglas DC-7C","N2737A","2615",52,21,0,NA,"N"
"6946",6946,1712,1713,9,17,1961,"2:00","Libya","Delta Air Lines","","Baltimore - Columbia SC","Lockheed L-749A Constellation","LV-AHR","",15,3,8,NA,"N"
"6948",6948,1714,1715,9,7,1961,"14:26","Brazil","Delta Air Lines","","Sao Paulo - Trinidad","Douglas C-54 Skymaster","VH-TVC","18058/202",13,2,0,NA,"N"
"6950",6950,1716,1717,10,1,1961,"21:24","Off Puerto Rico","Delta Air Lines","","Sydney - Canberra","Boeing 720-030B","CP-23 / CP-25","",34,1,0,NA,"N"
"6952",6952,1718,1719,11,8,1961,"5:40","Sao Tomé","Delta Air Lines","","","Curtiss C-46","G-ARJM","1020",6,13,0,NA,"N"
"6954",6954,1720,1721,11,23,1961,"","Germany","Delta Air Lines","","Ankara - Nicosia","Grumman G-21A Goose","CP-541","",18,23,0,NA,"N"
"6956",6956,1722,1723,11,30,1961,"","Nicaragua","Delta Air Lines","","","Antonov AN-10A","OB-PBH-530","12",2,95,0,NA,"N"
"6958",6958,1724,1725,12,12,1961,"","Alaska","Delta Air Lines","","Huanuco - Pucallpa","Fairchild F-27","HK-502","17633/12",111,2,0,NA,"N"
"6960",6960,1726,1727,12,21,1961,"15:16","USSR","Delta Air Lines","","Manizales - Bogota","Boeing B-707-123B","G-ARUD","16189/32937",11,5,0,NA,"N"
"6962",6962,1728,1729,12,22,1962,"10:05","Venezuela","Delta Air Lines","1","Douala - Lisboa","Douglas DC-3","TC-KOP","44254/456",15,1,0,NA,"N"
"6964",6964,1730,1731,1,4,1962,"14:35","New York","Delta Air Lines","512","Ankara - Adana","Douglas DC-6B","55-0020","4804",107,11,0,NA,"N"
"6966",6966,1732,1733,2,25,1962,"18:20","South Africa","Delta Air Lines","","Training exercise","Lockheed 1049H Super Constellation","N6921C","",22,31,0,NA,"N"
"6968",6968,1734,1735,3,4,1962,"17:43","Italy","Delta Air Lines","7816","Travis AFB - Honolulu - Agana, Guam - Clark AFB -Saigon","Nord 2501 Noratlas","CU-T819","",40,18,0,NA,"N"
"6970",6970,1736,1737,3,8,1962,"17:30","Alaska","Delta Air Lines","","Santiago de Cuba - Havana","Douglas C-47","HK-524","443",18,32,0,NA,"N"
"6972",6972,1738,1739,3,8,1962,"0:30","Algeria","Delta Air Lines","","Bahia Solano - Quibdo","Convair CV-440 -62","G-AGZB","",25,15,0,NA,"N"
"6974",6974,1740,1741,3,15,1962,"17:45","Colombia","Delta Air Lines","","Jersey, Channel Islands - Portsmouth, England","Douglas C-47","PP-CEZ","",3,13,0,NA,"N"
"6976",6976,1742,1743,3,27,1962,"","Spain","Delta Air Lines","","Rio de Janerio - Vitoria","Consolidated Catalina","SU-AJM","3154",26,45,0,NA,"N"
"6978",6978,1744,1745,4,22,1962,"13:29","Burma","Delta Air Lines","","Cairo, Egypt  - Beirut, Lebanon","Lockheed C-130A Hercules","131390","17611/49",132,5,0,NA,"N"
"6980",6980,1746,1747,10,6,1962,"19:30","Greenland","Delta Air Lines","","","Boeing B-707-124","F-BHSM","21604",112,81,0,NA,"N"
"6982",6982,1748,1749,5,9,1962,"","Kenya","Delta Air Lines","11","Paris - New York City","Tupolev Tu-104B","F-BHST","",84,14,0,NA,"N"
"6984",6984,1750,1751,5,15,1962,"11:40","Missouri","Delta Air Lines","","Paris - Pointe-a Pitre - Santaigo","Antonov AN-10A","CCCP-42370","",94,6,0,NA,"N"
"6986",6986,1752,1753,5,22,1962,"12:35","Bulgaria","Delta Air Lines","","","Ilyushin IL-14","I-DIWD","42918",3,9,0,NA,"N"
"6988",6988,1754,1755,5,3,1962,"4:01","Russia","Delta Air Lines","","Bangkok - Bombay","Douglas DC-4","VT-AUS","4647",26,27,0,NA,"N"
"6990",6990,1756,1757,6,22,1962,"","USSR","Delta Air Lines","","Kabul  - Amritsar, India","Douglas C-47","SU-AMW","13394",81,4,0,NA,"N"
"6992",6992,1758,1759,6,30,1962,"23:59","Italy","Delta Air Lines","","Hong Kong - Bangkok","Bristol Britannia 314","CCCP-11186","11769",10,15,0,NA,"N"
"6994",6994,1760,1761,7,7,1962,"","India","Etihad Airways","323","","Douglas DC-3","9N-AAH","45273/121",32,9,0,NA,"N"
"6996",6996,1762,1763,7,15,1962,"15:45","Hawaii","Etihad Airways","","Katmandu - New Deli","McDonnell Douglas DC-8-33","HK-794","25839",86,12,0,NA,"N"
"6998",6998,1764,1765,7,19,1962,"","France","Etihad Airways","","Berranca Bermeja - Bucaramanga","Douglas DC-3","CCCP-42366","",13,11,0,NA,"N"
"7000",7000,1766,1767,7,28,1962,"13:15","Brazil","Etihad Airways","","Khabarovk - Petropavlovsk","Lockheed P2V-7","N1000F","90807103",44,4,0,NA,"N"
"7002",7002,1768,1769,7,1,1962,"15:57","Peru","Etihad Airways","","","Avia 14","60-0352","20230",8,28,0,NA,"N"
"7004",7004,1770,1771,8,23,1962,"","Japan","Etihad Airways","","Ellsworth AFB - Fairchild AFB","Douglas C-47A","VT-DGX","4827",19,3,0,NA,"N"
"7006",7006,1772,1773,8,2,1962,"21:00","Czechoslovakia","Etihad Airways","","","Lockheed 1049H-82 Super Constellation","CF-THA","10191",8,1,0,NA,"N"
"7008",7008,1774,1775,9,4,1962,"11:05","Bolivia","Etihad Airways","923","","Fokker F-27 Friendship 100","XA-COL","125",10,27,0,NA,"N"
"7010",7010,1776,1777,9,10,1962,"","North AtlantiOcean","Etihad Airways","","","Convair CV-340/440","CCCP-42495","16074/3282",4,18,0,NA,"N"
"7012",7012,1778,1779,9,21,1962,"18:30","Philippines","Etihad Airways","928","","Douglas DC-3","JA8202","128",37,21,0,NA,"N"
"7014",7014,1780,1781,9,10,1962,"","Connecticut","Etihad Airways","","","Vickers Viscount 745D","7502","180002002",26,97,0,NA,"N"
"7016",7016,1782,1783,10,12,1962,"","South Vietnam","Etihad Airways","297","","Ilyushin IL-18D","PP-SRA","17906/129",51,24,0,NA,"N"
"7018",7018,1784,1785,10,25,1962,"","Maryland","Etihad Airways","355","Sao Paulo - Rio de Janeiro","Boeing B-707-441","N815D","4697",50,5,0,NA,"N"
"7020",7020,1786,1787,11,19,1962,"","France","Etihad Airways","810","Charlotte - New York City","Douglas C-47","PP-PDE","4810",33,1,0,NA,"N"
"7022",7022,1788,1789,11,23,1962,"12:09","Peru","Etihad Airways","209","Belem - Manaus","Lockheed 1049H Super Constellation","SP-LVB","103",18,25,0,NA,"N"
"7024",7024,1790,1791,11,26,1962,"21:45","Colombia","Etihad Airways","183","Berlin - Warsaw","Convair CV-240-2","G-ARSF","2001",2,5,7,NA,"N"
"7026",7026,1792,1793,11,30,1962,"2:19","California","Etihad Airways","","Southend, England - Rotterdam, The Netherlands","Boeing B307-1 Stratoliner","N994B","",45,3,0,NA,"N"
"7028",7028,1794,1795,12,14,1962,"19:30","Brazil","Etihad Airways","","","Beech AT-11","PP-CEV","6",2,8,0,NA,"N"
"7030",7030,1796,1797,12,19,1962,"","France","Etihad Airways","","","Fairchild F-27","N67933","356",14,17,0,NA,"N"
